iter	RMSE
0	0.9361129314
1	0.8654793118
2	0.8005432578
3	0.7410633378
4	0.6863701549
5	0.6357322275
6	0.5896283689
7	0.5467843763
8	0.5074157734
9	0.4711560468
10	0.4379444716
11	0.4075270562
12	0.3793792153
13	0.3536882659
14	0.3298911983
15	0.3083582376
16	0.288541322
17	0.2703933366
18	0.253862573
19	0.2388733705
20	0.2252760785
21	0.2130951133
22	0.2019330479
23	0.191629147
24	0.1824219057
25	0.1740043932
26	0.166525001
27	0.159720815
28	0.1539007201
29	0.1485103293
30	0.1437434556
31	0.139366973
32	0.1355747278
33	0.1321827312
34	0.1290560601
35	0.1262699268
36	0.1237049808
37	0.1215192408
38	0.1195311453
39	0.1178097143
40	0.1161264431
41	0.1147513136
42	0.1135475644
43	0.1124415544
44	0.1114497134
45	0.1103318318
46	0.1093629826
47	0.1084925649
48	0.1077577748
49	0.1070689408
50	0.1063951689
51	0.1058146076
52	0.1052780537
53	0.1048719043
54	0.1044717418
55	0.1040719577
56	0.1037453902
57	0.1032106847
58	0.1028735012
59	0.1025809829
60	0.1020539446
61	0.1018240374
62	0.1015962245
63	0.1013474676
64	0.1010158712
65	0.1007168019
66	0.1005369659
67	0.1001613389
68	0.0999741628
69	0.09977358222
70	0.09957430662
71	0.09939831199
72	0.09926910106
73	0.0990231491
74	0.09878850942
75	0.09866610048
76	0.09851756278
77	0.09834549517
78	0.09811382711
79	0.09794055227
80	0.09781804427
81	0.09762458457
82	0.0974887537
83	0.09732732726
84	0.09724808419
85	0.09705269003
86	0.09697006599
87	0.09687866031
88	0.09664576475
89	0.09652501914
90	0.09634753619
91	0.09624707907
92	0.09603737881
93	0.09588243873
94	0.09576364252
95	0.09550336108
96	0.09536866558
97	0.09532223804
98	0.09532085034
99	0.09509563589
100	0.09507192241
101	0.09493640443
102	0.09486436316
103	0.09473551404
104	0.09460569602
105	0.09448868417
106	0.09439740913
107	0.09425766081
108	0.09410945273
109	0.0940370729
110	0.09392475828
111	0.09385411661
112	0.09378285887
113	0.09362167672
114	0.09355244085
115	0.09347565319
116	0.09337416874
117	0.0932643392
118	0.09310644046
119	0.09298310025
120	0.09288040126
121	0.09278708417
122	0.09267575743
123	0.09263666233
124	0.09256238447
125	0.09247764206
126	0.09238286302
127	0.09229921845
128	0.09218354255
129	0.09202306277
130	0.09193794756
131	0.09193141018
132	0.09183693897
133	0.09174995056
134	0.09163997729
135	0.09160282489
136	0.0915348728
137	0.09150018386
138	0.09149402493
139	0.09148730968
140	0.09140869108
141	0.09134780299
142	0.09134324243
143	0.09126278172
144	0.09119140558
145	0.09116013948
146	0.09115412237
147	0.09107881217
148	0.09100345187
149	0.0909525775
150	0.0908602229
151	0.09085856959
152	0.090847763
153	0.09069183297
154	0.09068608383
155	0.09061881568
156	0.09050112042
157	0.09049482166
158	0.09049302712
159	0.09041717199
160	0.09036438997
161	0.09031125581
162	0.09014060506
163	0.09010668365
164	0.09010285924
165	0.09010073462
166	0.09002664105
167	0.08991809542
168	0.08981025098
169	0.08972418644
170	0.08972096756
171	0.08962853539
172	0.08962648588
173	0.08958075466
174	0.0895129394
175	0.08944360752
176	0.08940137895
177	0.08939691084
178	0.089342429
179	0.08932595231
180	0.08928369046
181	0.08920492614
182	0.0892008973
183	0.08912563277
184	0.08912441777
185	0.08901710147
186	0.08897434434
187	0.08897144627
188	0.08897018491
189	0.08890882675
190	0.08885885263
191	0.08881312446
192	0.08873613462
193	0.0887047862
194	0.08854184095
195	0.0885388769
196	0.08847182903
197	0.0884690857
198	0.08842502709
199	0.08842399389
200	0.08836404839
201	0.08829954397
202	0.08818984156
203	0.0881866252
204	0.08815290052
205	0.08808727372
206	0.08807491628
207	0.08807244383
208	0.08801807025
209	0.0879583225
210	0.08795598514
211	0.08785176994
212	0.08783477452
213	0.08779587939
214	0.08775843327
215	0.08775723272
216	0.08766260615
217	0.08764688061
218	0.0875897354
219	0.08758739348
220	0.08751937823
221	0.08744777711
222	0.08733235161
223	0.0873298259
224	0.08729140367
225	0.08724641224
226	0.08724540451
227	0.08719507915
228	0.08710595983
229	0.08705693063
230	0.08695873617
231	0.08688473694
232	0.08683480788
233	0.08678165963
234	0.08669801784
235	0.08662293051
236	0.08654857291
237	0.08654736167
238	0.08653938645
239	0.08651422911
240	0.08651255125
241	0.08646501002
242	0.08637368148
243	0.08630005693
244	0.08625477846
245	0.08623117979
246	0.08618363298
247	0.08613772425
248	0.08606572327
249	0.08599517281
250	0.08592283358
251	0.08588049267
252	0.08583706888
253	0.08578414349
254	0.08574451002
255	0.08566412317
256	0.08566319858
257	0.08558174281
258	0.08557816609
259	0.08552155677
260	0.08549769225
261	0.08544355149
262	0.08544276815
263	0.08541676085
264	0.08537798201
265	0.08531991877
266	0.0852742616
267	0.08520033842
268	0.08519755435
269	0.08516167348
270	0.08512847942
271	0.08512653981
272	0.08511836698
273	0.08511008814
274	0.08507569606
275	0.08502628884
276	0.08501533629
277	0.08492948869
278	0.08483973998
279	0.08480464831
280	0.08473344949
281	0.08472917321
282	0.08467026529
283	0.08458011284
284	0.08450061523
285	0.08445299485
